# PARTICIPANT INFO
id,age,gender,handedness,startTime,endTime,finalCoins_exp1
999,19,male,right,8521,198515.00000000003,16

# EXPERIMENT 1 TRIALS
trial_index,stimulus,imagePath,start_time,choice,rt,outcome,coins_before,coins_after
1,zaff1,./stimuli/exp1/hh4.png,15868,approach,1226,1,4,5
2,nonzaff4,./stimuli/exp1/ss4.png,19040,avoid,1295,0,5,5
3,zaff2,./stimuli/exp1/sh4.png,21943,approach,1299,1,5,6
4,zaff3,./stimuli/exp1/hs1.png,24747,approach,1986,1,6,7
5,nonzaff4,./stimuli/exp1/ss2.png,28184,avoid,3036.0000000000036,0,7,7
6,zaff1,./stimuli/exp1/hh2.png,32878,approach,2436,1,7,8
7,zaff3,./stimuli/exp1/hs3.png,36778,approach,6184,1,8,9
8,zaff2,./stimuli/exp1/sh3.png,44268,approach,1794,1,9,10
9,zaff2,./stimuli/exp1/sh1.png,47666.00000000001,approach,1595.9999999999927,1,10,11
10,zaff3,./stimuli/exp1/hs2.png,50354,approach,1714,1,11,12
11,nonzaff4,./stimuli/exp1/ss1.png,53429,avoid,2438.0000000000073,0,12,12
12,zaff1,./stimuli/exp1/hh1.png,57280,approach,1271,1,12,13
13,zaff3,./stimuli/exp1/hs4.png,59895,approach,5121.999999999993,1,13,14
14,zaff2,./stimuli/exp1/sh2.png,66320.00000000001,approach,3730.9999999999854,1,14,15
15,zaff1,./stimuli/exp1/hh3.png,71496,approach,1163,1,15,16
16,nonzaff4,./stimuli/exp1/ss3.png,73714,avoid,3578,0,16,16

# EXPERIMENT 2 RANKING
rank,itemId,text
1,item-3,在目标正体验一种强烈情绪（如热恋）时，瞬间将其完全清除，使其内心归于绝对的平静。
2,item-5,在一个完全中性、无任何刺激的情境下，让目标体验到一种强烈的、无缘由的复杂情绪（如乡愁）。
3,item-6,让目标针对同一件事，在同一瞬间体验到两种同样强烈或都较弱的同效价维度情绪（例如，对毕业既感到悲伤又感到愤怒）
4,item-2,在一个强烈的情境下，将个体应有的情绪转为相近而不同的其他情绪，例如由惊恐转为厌恶
5,item-7,在1小时内定格对象的情绪，无论之后情境怎么变，对象的情绪都不会变
6,item-9,强行将目标一种正在体验的情绪转入潜意识，使其意识层面感觉不到，但情绪本身仍对行为产生潜在影响。
7,item-10,让目标的情绪产生的时间间断性延后，比如原本考试满分立刻感到狂喜，现在得知此消息后十分钟后才狂喜（情境完全一致）
8,item-1,让目标情绪产生的速度变慢，比如原本考试满分立刻感到狂喜，现在得知此消息后在十分钟内慢慢由微弱的开心到大笑再到狂喜（情境完全一样）
9,item-4,将目标已有的某种情绪，在性质不变的情况下，等比例增强其强度（例如，将微小的烦躁增强为愤怒）。
10,item-8,在目标现有情绪的基调上，增添一抹细微的“色彩”（例如，在“开心”的情绪上，增添一丝“得意”的感觉）。

# EVENT LOG
event,timestamp,page,details
599,796,109430
599,796,109442
599,796,109453
599,796,109464
599,796,109475.00000000001
599,796,109485
599,796,109496.00000000001
599,796,109507
599,796,109518
599,796,109529
599,796,109540
599,796,109551
599,796,109562
599,796,109573.00000000001
599,796,109584
599,796,109594.00000000001
599,796,109605
599,796,109615.00000000001
599,796,109626
599,796,109637
599,796,109648
599,796,109659
599,796,109670
599,796,109681
599,796,109691
599,796,109702
599,796,109713.00000000001
599,796,109724
599,796,109735
599,796,109746.00000000001
599,796,109756
599,796,109767
599,796,109778
599,796,109789
599,796,109800
599,796,109811
599,796,109822
599,796,109833
599,796,109844.00000000001
599,796,109855
599,796,109866
599,796,109877
599,796,109888
599,796,109899
599,796,109910
599,796,109922
599,796,109933
599,796,109944
599,796,109955
599,796,109965
599,796,109976
599,796,109987.00000000001
599,796,109998
599,796,110009
599,796,110020
599,796,110030
599,796,110041
599,796,110052
599,796,110063
599,796,110074
599,796,110085.00000000001
599,796,110096
599,796,110106.00000000001
599,796,110117
599,796,110128
599,796,110139
599,796,110150
599,796,110161
599,796,110172
599,796,110183
599,796,110194
599,796,110205
599,796,110216.00000000001
599,796,110227
599,796,110238
599,796,110249
599,796,110260
599,796,110270
599,796,110280
599,796,110291
599,796,110302
599,796,110313
599,796,110324
599,796,110335.00000000001
599,796,110346
599,796,110357
599,796,110368.00000000001
599,796,110379
599,796,110390
599,796,110401
599,796,110412
599,796,110423
599,796,110433
599,796,110444
599,796,110455
599,796,110467
599,796,110477
599,796,110488
599,796,110499
599,796,110510
599,796,110520
599,796,110531
599,796,110542
599,796,110552
599,796,110563
599,796,110574
599,796,110584
599,796,110595
599,796,110606.00000000001
599,796,110617
599,796,110628
599,796,110639
599,796,110650
599,796,110660
599,796,110671
599,796,110682
599,796,110693
599,796,110704.00000000001
599,796,110715
599,796,110726
599,796,110737.00000000001
599,796,110748
599,796,110758
599,796,110768
599,796,110779
599,796,110790
599,796,110801
599,796,110812
599,796,110823.00000000001
599,796,110834
599,796,110845
599,796,110856.00000000001
599,796,110867
599,796,110878
599,796,110889
599,796,110900
599,796,110910
599,796,110921
599,796,110932
599,796,110943
599,796,110954.00000000001
599,796,110964
599,796,110974
599,796,110985
599,796,110996.00000000001
599,796,111007
599,796,111018
599,796,111028
599,796,111039
599,796,111050
599,796,111061
599,796,111072
599,796,111082.00000000001
599,796,111093
599,796,111104
599,796,111115.00000000001
599,796,111126
599,796,111137
599,796,111148
599,796,111159
599,796,111170
599,796,111181
599,796,111191
599,796,111202
599,796,111213.00000000001
599,796,111224
599,796,111235
599,796,111245
599,796,111256
599,796,111267
599,796,111278
599,796,111289
599,796,111300
599,796,111311
599,796,111322
599,796,111333
599,796,111344.00000000001
599,796,111355
599,796,111366
599,796,111377
599,796,111388
599,796,111399
599,796,111410
599,796,111421
599,796,111432
599,796,111443
599,796,111454.00000000001
599,796,111466.00000000001
599,796,111477
599,796,111487.00000000001
599,796,111498
599,796,111509
599,796,111520
599,796,111531
599,796,111542
599,796,111553
599,796,111564
599,796,111575
599,796,111586
599,796,111597.00000000001
599,796,111608
599,796,111619
599,796,111629
599,796,111640
599,796,111652
599,796,111663
599,796,111674
599,796,111685
599,796,111696
599,796,111706
599,796,111717
599,796,111728.00000000001
599,796,111739
599,796,111750
599,796,111761
599,796,111772
599,796,111783
599,796,111793
599,796,111804
599,796,111815
599,796,111825
599,796,111835.00000000001
599,796,111847.00000000001
599,796,111858
599,796,111869
599,796,111880
599,796,111890
599,796,111901
599,796,111912
599,796,111923
599,796,111934
599,796,111944
599,796,111956
599,796,111966.00000000001
599,796,111976
599,796,111987.00000000001
599,796,111998
599,796,112009
599,796,112020
599,796,112031
599,796,112042
599,796,112052
599,796,112062
599,796,112073.00000000001
599,796,112084
599,796,112095
599,796,112106.00000000001
599,796,112117
599,796,112128
599,796,112139
599,796,112150
599,796,112160
599,796,112171
599,796,112182
599,796,112193
599,796,112204.00000000001
599,796,112214
599,796,112224
599,796,112236
599,796,112246.00000000001
599,796,112256
599,796,112267
599,796,112277
599,796,112288
599,796,112299
599,796,112310
599,796,112321
599,796,112331
599,796,112342
599,796,112352
599,796,112363
599,796,112373
599,796,112384
599,796,112394
599,796,112405
599,796,112416
599,796,112428
599,796,112439
599,796,112449
599,796,112460.00000000001
599,796,112471
599,796,112481.00000000001
599,796,112492
599,796,112503
599,796,112514
599,796,112525
599,796,112536
599,796,112547
599,796,112558
599,796,112569
599,796,112581
599,796,112592
599,796,112603.00000000001
599,796,112614
599,796,112625
599,796,112635
599,796,112646
599,796,112657
599,796,112668
599,796,112679
599,796,112690
599,796,112700
599,796,112711
599,796,112722.00000000001
599,796,112733
599,796,112744
599,796,112755
599,796,112766
599,796,112777
599,796,112788
599,796,112799
599,796,112810
599,796,112821
599,796,112832.00000000001
599,796,112843
599,796,112854
599,796,112864
599,796,112875
599,796,112886
599,796,112897
599,796,112908
599,796,112919
599,796,112930
599,796,112941
599,796,112952
599,796,112963.00000000001
599,796,112974
599,796,112984.00000000001
599,796,112995
599,796,113006
599,796,113017
599,796,113028
599,796,113039
599,796,113050
599,796,113061
599,796,113072
599,796,113083
599,796,113094.00000000001
599,796,113105
599,796,113116
599,796,113127
599,796,113138
599,796,113149
599,796,113160
599,796,113171
599,796,113182
599,796,113193
599,796,113204.00000000001
599,796,113214
599,796,113225.00000000001
599,796,113236
599,796,113247
599,796,113258
599,796,113268
599,796,113279
599,796,113290
599,796,113301
599,796,113312
599,796,113323.00000000001
599,796,113334
599,796,113345
599,796,113356.00000000001
599,796,113367
599,796,113378
599,796,113388
599,796,113399
599,796,113410
599,796,113421
599,796,113431
599,796,113441
599,796,113452
599,796,113463.00000000001
599,796,113474
599,796,113485
599,796,113496.00000000001
599,796,113506
599,796,113516
599,796,113527
599,796,113538
599,796,113549
599,796,113560
599,796,113570.00000000001
599,796,113581
599,796,113592
599,796,113602
599,796,113613
599,796,113624.00000000001
599,796,113635
599,796,113646
599,796,113657
599,796,113668
599,796,113679
599,796,113689
599,796,113700
599,796,113711
599,796,113722.00000000001
599,796,113733
599,796,113743.00000000001
599,796,113754
599,796,113765
599,796,113777
599,796,113788
599,796,113799
599,796,113809
599,796,113820.00000000001
599,796,113831
599,796,113842
599,796,113853.00000000001
599,796,113864
599,796,113875
599,796,113886
599,796,113897
599,796,113908
599,796,113918
599,796,113929
599,796,113940
599,796,113951.00000000001
599,796,113962
599,796,113972.00000000001
599,796,113982
599,796,113993.00000000001
599,796,114004
599,796,114014
599,796,114026
599,796,114037
599,796,114048
599,796,114058
599,796,114068
599,796,114079.00000000001
599,796,114090
599,796,114101
599,796,114112.00000000001
599,796,114123
599,796,114133
599,796,114143
599,796,114154
599,796,114166
599,796,114176
599,796,114187
599,796,114198.00000000001
599,796,114209
599,796,114220
599,796,114231.00000000001
599,796,114241
599,796,114252
599,796,114263
599,796,114274
599,796,114285
599,796,114295
599,796,114306
599,796,114317
599,796,114328
599,796,114339
599,796,114350.00000000001
599,796,114360
599,796,114371.00000000001
599,796,114382
599,796,114393
599,796,114404
599,796,114415
599,796,114426
599,796,114437
599,796,114448.00000000001
599,796,114459
599,796,114470
599,796,114481.00000000001
599,796,114492
599,796,114503
599,796,114514
599,796,114525
599,796,114536
599,796,114547
599,796,114558
599,796,114568
599,796,114579.00000000001
599,796,114590
599,796,114601
599,796,114612.00000000001
599,796,114623
599,796,114634
599,796,114645
599,796,114656
599,796,114667
599,796,114677
599,796,114688
599,796,114699
599,796,114710.00000000001
599,796,114721
599,796,114731.00000000001
599,796,114742
599,796,114753
599,796,114764
599,796,114774
599,796,114785
599,796,114796
599,796,114807
599,796,114818
599,796,114829.00000000001
599,796,114840
599,796,114851
599,796,114862.00000000001
599,796,114874.00000000001
599,796,114885
599,796,114896
599,796,114907
599,796,114918
599,796,114929
599,796,114940
599,796,114951.00000000001
599,796,114962
599,796,114972.00000000001
599,796,114983
599,796,114994
599,796,115005
599,796,115016
599,796,115027
599,796,115038
599,796,115049
599,796,115060
599,796,115070.00000000001
599,796,115081
599,796,115092
599,796,115103.00000000001
599,796,115115.00000000001
599,796,115126
599,796,115137
599,796,115148
599,796,115159
599,796,115170
599,796,115180
599,796,115191
599,796,115202
599,796,115213.00000000001
599,796,115224
599,796,115234.00000000001
599,796,115245
599,796,115256
599,796,115267
599,796,115278
599,796,115289
599,796,115300
599,796,115311
599,796,115322
599,796,115333
599,796,115343
599,796,115354
599,796,115365.00000000001
599,796,115376
599,796,115387
599,796,115398
599,796,115408
599,796,115418
599,796,115429
599,796,115440
599,796,115451.00000000001
599,796,115462
599,796,115473
599,796,115484.00000000001
599,796,115494
599,796,115505
599,796,115516
599,796,115527
599,796,115538
599,796,115549
599,796,115560
599,796,115571
599,796,115581
599,796,115592
599,796,115602
599,796,115613
599,796,115624.00000000001
599,796,115635
599,796,115646
599,796,115656
599,796,115667
599,796,115678
599,796,115689
599,796,115699
599,796,115710.00000000001
599,796,115721
599,796,115732
599,796,115743.00000000001
599,796,115754
599,796,115764
599,796,115775
599,796,115786
599,796,115797
599,796,115808
599,796,115819
599,796,115830
599,796,115841.00000000001
599,796,115852
599,796,115863
599,796,115874.00000000001
599,796,115885
599,796,115896
599,796,115907
599,796,115918
599,796,115929
599,796,115939
599,796,115950
599,796,115961
599,796,115972.00000000001
599,796,115983
599,796,115994
599,796,116004
599,796,116016
599,796,116026
599,796,116037
599,796,116048
599,796,116059
599,796,116070.00000000001
599,796,116081
599,796,116091.00000000001
599,796,116102
599,796,116113
599,796,116124.00000000001
599,796,116135
599,796,116145
599,796,116156
599,796,116167
599,796,116178
599,796,116188
599,796,116199
599,796,116210.00000000001
599,796,116221
599,796,116232
599,796,116243.00000000001
599,796,116254
599,796,116264
599,796,116275
599,796,116286
599,796,116297
599,796,116308
599,796,116318
599,796,116329.00000000001
599,796,116340
599,796,116352
599,796,116362.00000000001
599,796,116373
599,796,116383
599,796,116393
599,796,116404
599,796,116415
599,796,116426
599,796,116436
599,796,116447
599,796,116458
599,796,116468
599,796,116479
599,796,116489
599,796,116500
599,796,116511
599,796,116522
599,796,116533
599,796,116543
599,796,116554
599,796,116565
599,796,116576.00000000001
599,796,116587
599,796,116598
599,796,116609.00000000001
599,796,116620
599,796,116631
599,796,116642
599,796,116653
599,796,116664
599,796,116675
599,796,116685
599,796,116696
599,796,116707.00000000001
599,796,116718
599,796,116728.00000000001
599,796,116739
599,796,116750
599,796,116761
599,796,116772
599,796,116783
599,796,116794
599,796,116805
599,796,116816
599,796,116827
599,796,116837
599,796,116848
599,796,116859.00000000001
599,796,116870
599,796,116881
599,796,116892
599,796,116903
599,796,116913
599,796,116924
599,796,116935
599,796,116946
599,796,116957.00000000001
599,796,116968
599,796,116979
599,796,116989
599,796,117000
599,796,117011
599,796,117022
599,796,117033
599,796,117043
599,796,117054
599,796,117065
599,796,117077
599,796,117087
599,796,117098
599,796,117109.00000000001
599,796,117120
599,796,117131
599,796,117142
599,796,117153
599,796,117164
599,796,117175
599,796,117186
599,796,117197
599,796,117208
599,796,117218
599,796,117229
599,796,117240.00000000001
599,796,117252
599,796,117263
599,796,117274
599,796,117285
599,796,117296
599,796,117307
599,796,117318
599,796,117328
599,796,117339
599,796,117350.00000000001
599,796,117361
599,796,117371.00000000001
599,796,117382
599,796,117393
599,796,117404
599,796,117415
599,796,117426
599,796,117437
599,796,117448.00000000001
599,796,117459
599,796,117470
599,796,117481.00000000001
599,796,117492
599,796,117503
599,796,117514
599,796,117525
599,796,117536
599,796,117547
599,796,117558
599,796,117568
599,796,117579.00000000001
599,796,117589
599,796,117600.00000000001
599,796,117611
599,796,117622
599,796,117633
599,796,117643
599,796,117654
599,796,117665
599,796,117677
599,796,117688
599,796,117699
599,796,117710.00000000001
599,796,117721
599,796,117731.00000000001
599,796,117742
599,796,117752.00000000001
599,796,117762
599,796,117773
599,796,117784
599,796,117794
599,796,117805
599,796,117816
599,796,117827
599,796,117837
599,796,117848
599,796,117859.00000000001
599,796,117869
599,796,117880
599,796,117891
599,796,117902
599,796,117912
599,796,117922
599,796,117934
599,796,117944
599,796,117955
599,796,117966.00000000001
599,796,117977
599,796,117987.00000000001
599,796,117998
599,796,118009
599,796,118020
599,796,118031
599,796,118042
599,796,118053
599,796,118064
599,796,118075
599,796,118086
599,796,118097.00000000001
599,796,118108
599,796,118118.00000000001
599,796,118129
599,796,118140
599,796,118152
599,796,118163
599,796,118174
599,796,118185
599,796,118196
599,796,118206
599,796,118217
599,796,118228.00000000001
599,796,118239
599,796,118249.00000000001
599,796,118260
599,796,118270
599,796,118281
599,796,118292
599,796,118302
599,796,118313
599,796,118324
599,796,118335.00000000001
599,796,118345
599,796,118356.00000000001
599,796,118367
599,796,118377.00000000001
599,796,118388
599,796,118399
599,796,118410
599,796,118420
599,796,118431
599,796,118442
599,796,119054
599,796,120053
599,796,121054
599,796,122053
599,796,123054
599,796,124054
599,796,125054
599,796,126054
599,796,127054
599,796,128054
599,796,129054
599,796,130054
599,796,131053
599,796,132054
599,796,133054
599,796,133813.00000000003
599,796,133823
599,796,133834
599,796,133845
599,796,133856
599,796,133867
599,796,133878
599,796,133889
599,796,133900
599,796,133911
599,796,133922
599,796,133933
599,796,133943
599,796,133954
599,796,133965
599,796,133976
599,796,133987
599,796,133997
599,796,134008
599,796,134019
486,313,134030
486,313,134041
492,316,134052
515,329,134062
515,329,134073
549,349,134083
587,371,134093
587,371,134105
626,395,134115
626,395,134125
662,417,134136
684,432,134147
684,432,134158.00000000003
707,447,134168
723,459,134179
723,459,134190
735,469,134201
743,477,134211
743,477,134222
747,481,134232
747,481,134242
750,486,134253
752,489,134263
752,489,134274
753,490,134285
754,491,134295.00000000003
754,491,134306
754,491,134316
754,491,134327
754,491,134337
755,491,134347
755,491,134358
755,491,134369
755,491,134380
755,491,134391
755,491,134402.00000000003
755,491,134412
755,491,134422
755,491,134433
755,491,134444.00000000003
755,491,134455
755,491,134465
755,491,134476
755,491,134487
755,491,134497
755,491,134508
755,491,134518
755,491,134529
755,491,134539.00000000003
755,491,134550
755,491,134561
755,491,134572
755,491,134583
755,491,134594
755,491,134604
755,491,134614
755,491,134625
755,491,134636
755,491,134647
755,491,134658.00000000003
755,491,134668
755,491,134679
755,491,134690
755,491,134701
755,491,134711
755,491,134722
755,491,134733
755,491,134743
755,491,134754
755,491,134764
755,491,134774
755,491,134785
755,491,134795.00000000003
755,491,134806
755,491,134816
755,491,134826
755,491,134837
755,491,134847
755,491,134858
755,491,134868
755,491,134879
755,491,134890.00000000003
755,491,134901
755,491,134911
755,491,134922
755,491,134933
755,491,134944.00000000003
755,491,134955
755,491,134966
755,491,134977
755,491,134988
755,491,134999
